ag180719c_4.nii.gz, 6, 6
ag180720a_4.nii.gz, 3, 3
ag180720c_4.nii.gz, 3, 3
ag180723c_4.nii.gz, 6, 6
ag180724a_4.nii.gz, 16, 16
ag180724c_4.nii.gz, 0, 0
ag180724d_4.nii.gz, 6, 6
ag180725a_4.nii.gz, 6, 6
ag180726b_4.nii.gz, 0, 0
ag180727c_4.nii.gz, 0, 0
ag180727d_4.nii.gz, 0, 0
ag180730b_4.nii.gz, 0, 0
ag180730c_4.nii.gz, 0, 0
ag180731d_4.nii.gz, 0, 0
ag180801b_4.nii.gz, 0, 0
