ag180719c_3.nii.gz, 287, 287
ag180720a_3.nii.gz, 259, 259
ag180720c_3.nii.gz, 299, 299
ag180723c_3.nii.gz, 282, 282
ag180724a_3.nii.gz, 472, 472
ag180724c_3.nii.gz, 127, 127
ag180724d_3.nii.gz, 251, 251
ag180725a_3.nii.gz, 331, 331
ag180726b_3.nii.gz, 271, 271
ag180727c_3.nii.gz, 243, 243
ag180727d_3.nii.gz, 285, 285
ag180730b_3.nii.gz, 179, 179
ag180730c_3.nii.gz, 9, 9
ag180731d_3.nii.gz, 259, 259
ag180801b_3.nii.gz, 267, 267
