ag180719c_1.nii.gz, 337, 337
ag180720a_1.nii.gz, 372, 372
ag180720c_1.nii.gz, 446, 446
ag180723c_1.nii.gz, 378, 378
ag180724a_1.nii.gz, 500, 500
ag180724c_1.nii.gz, 215, 215
ag180724d_1.nii.gz, 296, 296
ag180725a_1.nii.gz, 230, 230
ag180726b_1.nii.gz, 325, 325
ag180727c_1.nii.gz, 357, 357
ag180727d_1.nii.gz, 372, 372
ag180730b_1.nii.gz, 506, 506
ag180730c_1.nii.gz, 428, 428
ag180731d_1.nii.gz, 332, 332
ag180801b_1.nii.gz, 386, 386
