ag180719c_2.nii.gz, 653, 653
ag180720a_2.nii.gz, 705, 705
ag180720c_2.nii.gz, 751, 751
ag180723c_2.nii.gz, 685, 685
ag180724a_2.nii.gz, 837, 837
ag180724c_2.nii.gz, 587, 587
ag180724d_2.nii.gz, 561, 561
ag180725a_2.nii.gz, 621, 621
ag180726b_2.nii.gz, 590, 590
ag180727c_2.nii.gz, 647, 647
ag180727d_2.nii.gz, 646, 646
ag180730b_2.nii.gz, 585, 585
ag180730c_2.nii.gz, 685, 685
ag180731d_2.nii.gz, 665, 665
ag180801b_2.nii.gz, 677, 677
